organism,pref_name,target_type,gene_target
Pseudomonas aeruginosa,GIM-1 protein,SINGLE PROTEIN,MET
Leishmania donovani (strain BPK282A1),"Methionyl-tRNA synthetase, putative",SINGLE PROTEIN,MET
Mus musculus,Metabotropic glutamate receptor 4,SINGLE PROTEIN,MET
Homo sapiens,Histone-lysine N-methyltransferase SETD1B,SINGLE PROTEIN,MET
Homo sapiens,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],SINGLE PROTEIN,MET
Plasmodium falciparum,SHMT,SINGLE PROTEIN,MET
Homo sapiens,Histone-lysine N-methyltransferase SETD1A,SINGLE PROTEIN,MET
Homo sapiens,Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2,SINGLE PROTEIN,MET
Serratia marcescens,Metallo-beta-lactamase type 2,SINGLE PROTEIN,MET
Trypanosoma brucei brucei,S-adenosylmethionine decarboxylase proenzyme,SINGLE PROTEIN,MET
Homo sapiens,MLL1-ASH2L/RbBP5/WDR5/DPY30,PROTEIN-PROTEIN INTERACTION,MET
Homo sapiens,FASN/HER2,PROTEIN COMPLEX,MET
Homo sapiens,METTL3/METTL14,PROTEIN COMPLEX,MET
Rattus norvegicus,Group II metabotropic glutamate receptor (mGlu2/mGlu3),PROTEIN FAMILY,MET
Rattus norvegicus,Ionotropic glutamate receptor NMDA1/2B,PROTEIN COMPLEX,MET
Rattus norvegicus,Ionotropic glutamate receptor NMDA1/2A/2B,PROTEIN COMPLEX,MET
Homo sapiens,AMP-activated protein kinase alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,MET
Homo sapiens,AMP-activated protein kinase alpha-2/beta-1/gamma-3,PROTEIN COMPLEX,MET
Homo sapiens,AMP-activated protein kinase alpha-1/beta-2/gamma-3,PROTEIN COMPLEX,MET
Homo sapiens,AMP-activated protein kinase alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,MET
Leishmania infantum,Putative lanosterol 14-alpha-demethylase,SINGLE PROTEIN,MET
Escherichia coli,Beta-lactamase,SINGLE PROTEIN,MET
Macaca mulatta,G_PROTEIN_RECEP_F1_2 domain-containing protein,SINGLE PROTEIN,MET
Middle East respiratory syndrome-related coronavirus (isolate UnitedKingdom/H123990006/2012) (Betacoronavirus England 1) (Humancoronavirus EMC),Replicase polyprotein 1ab,SINGLE PROTEIN,MET
Staphylococcus aureus,rRNA adenine N-6-methyltransferase,SINGLE PROTEIN,MET
Staphylococcus aureus (strain N315),rRNA adenine N-6-methyltransferase,SINGLE PROTEIN,MET
Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),Isocitrate lyase 1,SINGLE PROTEIN,MET
Trypanosoma brucei brucei (strain 927/4 GUTat10.1),Lanosterol 14-alpha-demethylase,SINGLE PROTEIN,MET
Feline coronavirus (strain FIPV WSU-79/1146) (FCoV),Replicase polyprotein 1ab,SINGLE PROTEIN,MET
Pseudomonas aeruginosa,Metallo-beta-lactamase AIM-1,SINGLE PROTEIN,MET
Escherichia coli,Metallo-beta-lactamase NDM-4,SINGLE PROTEIN,MET
Mus musculus,3-hydroxyacyl-CoA dehydrogenase type-2,SINGLE PROTEIN,MET
Homo sapiens,mRNA cap guanine-N7 methyltransferase,SINGLE PROTEIN,MET
Mus musculus,Nicotinamide N-methyltransferase,SINGLE PROTEIN,MET
Homo sapiens,Lysine-specific demethylase PHF2,SINGLE PROTEIN,MET
Bacillus cereus,Metallo-beta-lactamase type 2,SINGLE PROTEIN,MET
Rattus norvegicus,Alcohol dehydrogenase class-3,SINGLE PROTEIN,MET
Homo sapiens,Vinculin,SINGLE PROTEIN,MET
Homo sapiens,"Serine hydroxymethyltransferase, mitochondrial",SINGLE PROTEIN,MET
Mus musculus,Matrix metalloproteinase-14,SINGLE PROTEIN,MET
Homo sapiens,Mitochondrial-processing peptidase subunit alpha,SINGLE PROTEIN,MET
Mus musculus,Lysine-specific histone demethylase 1A,SINGLE PROTEIN,MET
Homo sapiens,7-methylguanosine phosphate-specific 5'-nucleotidase,SINGLE PROTEIN,MET
Homo sapiens,Arsenite methyltransferase,SINGLE PROTEIN,MET
Bothrops pauloensis,Snake venom metalloproteinase neuwiedase,SINGLE PROTEIN,MET
Homo sapiens,Multifunctional methyltransferase subunit TRM112-like protein,SINGLE PROTEIN,MET
Homo sapiens,Lysine-specific demethylase 5A/5B,PROTEIN FAMILY,MET
Homo sapiens,Nucleoside diphosphate kinase A/B,PROTEIN FAMILY,MET
Homo sapiens,D(2) dopamine receptor/Metabotropic glutamate receptor 5,PROTEIN COMPLEX,MET
Homo sapiens,Lysine-specific histone demethylase 1A/REST corepressor,PROTEIN COMPLEX,MET
Paramecium bursaria Chlorella virus 1,Histone H3K27 methylase,SINGLE PROTEIN,MET
Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus),RNA-directed RNA polymerase L,SINGLE PROTEIN,MET
Mus musculus,Glutathione S-transferase omega-1,SINGLE PROTEIN,MET
Homo sapiens,tRNA (cytosine(38)-C(5))-methyltransferase,SINGLE PROTEIN,MET
Homo sapiens,Carboxypeptidase D,SINGLE PROTEIN,MET
Homo sapiens,Granzyme M,SINGLE PROTEIN,MET
Mus musculus,"4-aminobutyrate aminotransferase, mitochondrial",SINGLE PROTEIN,MET
Homo sapiens,Guanidinoacetate N-methyltransferase,SINGLE PROTEIN,MET
Homo sapiens,"Keratin, type II cuticular Hb1",SINGLE PROTEIN,MET
Homo sapiens,Glycine N-methyltransferase,SINGLE PROTEIN,MET
Homo sapiens,StAR-related lipid transfer protein 3,SINGLE PROTEIN,MET
Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSCA1100) (Aspergillus fumigatus),Tryptophan dimethylallyltransferase,SINGLE PROTEIN,MET
Homo sapiens,Glycerol-3-phosphate acyltransferase 3,SINGLE PROTEIN,MET
Homo sapiens,Methylcytosine dioxygenase TET2,SINGLE PROTEIN,MET
Homo sapiens,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,SINGLE PROTEIN,MET
Plasmodium falciparum (isolate 3D7),Purine nucleoside phosphorylase,SINGLE PROTEIN,MET
Homo sapiens,Inactive histone-lysine N-methyltransferase 2E,SINGLE PROTEIN,MET
Homo sapiens,Methylcytosine dioxygenase TET1,SINGLE PROTEIN,MET
Mus musculus,Farnesyl pyrophosphate synthase,SINGLE PROTEIN,MET
Mus musculus,Histone-lysine N-methyltransferase ASH1L,SINGLE PROTEIN,MET
Homo sapiens,N-terminal Xaa-Pro-Lys N-methyltransferase 1,SINGLE PROTEIN,MET
Rattus norvegicus,A disintegrin and metalloproteinase with thrombospondin motifs 4,SINGLE PROTEIN,MET
Mus musculus,Solute carrier family 40 member 1,SINGLE PROTEIN,MET
Homo sapiens,SAFB-like transcription modulator,SINGLE PROTEIN,MET
Homo sapiens,Mitochondrial carrier homolog 2,SINGLE PROTEIN,MET
Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,SINGLE PROTEIN,MET
Lake Victoria marburgvirus (strain Musoke-80) (MARV) (Marburg virus (strainKenya/Musoke/1980)),RNA-directed RNA polymerase L,SINGLE PROTEIN,MET
Rattus norvegicus,Prkaa1/Prkab2/Prkag1,PROTEIN COMPLEX,MET
Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",SINGLE PROTEIN,MET
Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM14847 / LMG 12228 / 1C / PRS 101 / PAO1),tRNA (guanine-N(1)-)-methyltransferase,SINGLE PROTEIN,MET
Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),tRNA (guanine-N(1)-)-methyltransferase,SINGLE PROTEIN,MET
Staphylococcus aureus (strain NCTC 8325 / PS 47),tRNA (guanine-N(1)-)-methyltransferase,SINGLE PROTEIN,MET
Homo sapiens,MMP-2/MMP-13,SELECTIVITY GROUP,MET
Homo sapiens,MMP-2/MMP-14,SELECTIVITY GROUP,MET
Homo sapiens,MMP-2/MMP-9,SELECTIVITY GROUP,MET
Homo sapiens,MMP-1/MMP-2,SELECTIVITY GROUP,MET
Homo sapiens,UDP-glucuronosyltransferases (UGTs),PROTEIN FAMILY,MET
Mus musculus,5'-AMP-activated protein kinase,PROTEIN FAMILY,MET
Rattus norvegicus,"AMP-activated protein kinase, AMPK",PROTEIN COMPLEX GROUP,MET
Rattus norvegicus,Glutamate (NMDA/AMPA/Kainate),PROTEIN COMPLEX GROUP,MET
Homo sapiens,ErbB-2/ErbB-3 heterodimer,PROTEIN COMPLEX,MET
Homo sapiens,Protein cereblon/HMG-CoA reductase,PROTEIN-PROTEIN INTERACTION,MET
Homo sapiens,5-hydroxytryptamine receptor 2A/Metabotropic glutamate receptor 2,PROTEIN COMPLEX,MET
Homo sapiens,Alpha N-terminal protein methyltransferase 1B,SINGLE PROTEIN,MET
Homo sapiens,"5-demethoxyubiquinone hydroxylase, mitochondrial",SINGLE PROTEIN,MET
Human respiratory syncytial virus A,RNA-directed RNA polymerase L,SINGLE PROTEIN,MET
Homo sapiens,Interleukin 17A,SINGLE PROTEIN,IL17A
Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN,GSK3B
Rattus norvegicus,Glycogen synthase kinase-3 beta,SINGLE PROTEIN,GSK3B
Mus musculus,Glycogen synthase kinase-3 beta,SINGLE PROTEIN,GSK3B
Homo sapiens,Glycogen synthase kinase-3,PROTEIN FAMILY,GSK3B
Danio rerio,Glycogen synthase kinase 3 beta,SINGLE PROTEIN,GSK3B
Bos taurus,Glycogen synthase kinase-3 beta splice variant X1,SINGLE PROTEIN,GSK3B
Homo sapiens,Axin-1/Glycogen synthase kinase-3 beta,PROTEIN-PROTEIN INTERACTION,GSK3B
Mus musculus,Glycogen synthase kinase-3 alpha/beta,PROTEIN FAMILY,GSK3B
Homo sapiens,Poly [ADP-ribose] polymerase-1,SINGLE PROTEIN,PARP1
Mus musculus,Poly [ADP-ribose] polymerase-1,SINGLE PROTEIN,PARP1
Rattus norvegicus,Poly [ADP-ribose] polymerase 1,SINGLE PROTEIN,PARP1
Bos taurus,Poly [ADP-ribose] polymerase 1,SINGLE PROTEIN,PARP1
Homo sapiens,Poly [ADP-ribose] polymerase 14,SINGLE PROTEIN,PARP1
Homo sapiens,Poly [ADP-ribose] polymerase 15,SINGLE PROTEIN,PARP1
Cricetulus griseus,Poly [ADP-ribose] polymerase 1,SINGLE PROTEIN,PARP1
Homo sapiens,Poly [ADP-ribose] polymerase 11,SINGLE PROTEIN,PARP1
Homo sapiens,Poly [ADP-ribose] polymerase 10,SINGLE PROTEIN,PARP1
Homo sapiens,Poly [ADP-ribose] polymerase 12,SINGLE PROTEIN,PARP1
Homo sapiens,"PARP 1, 2 and 3",PROTEIN FAMILY,PARP1
Homo sapiens,Mono [ADP-ribose] polymerase PARP16,SINGLE PROTEIN,PARP1
Homo sapiens,Zinc finger CCCH-type antiviral protein 1,SINGLE PROTEIN,PARP1
Homo sapiens,Kinesin heavy chain isoform 5A,SINGLE PROTEIN,KIF5A
Homo sapiens,Probable global transcription activator SNF2L2,SINGLE PROTEIN,SMARCA2
Homo sapiens,High mobility group protein B1,SINGLE PROTEIN,HMGB1
Mus musculus,High mobility group protein B1,SINGLE PROTEIN,HMGB1
Homo sapiens,Leucine-rich repeat serine/threonine-protein kinase 2,SINGLE PROTEIN,LRRK2
Mus musculus,Leucine-rich repeat serine/threonine-protein kinase 2,SINGLE PROTEIN,LRRK2
Homo sapiens,Caspase-3,SINGLE PROTEIN,CASP3
Mus musculus,Caspase-3,SINGLE PROTEIN,CASP3
Rattus norvegicus,Caspase-3,SINGLE PROTEIN,CASP3
Homo sapiens,Caspase-3/Caspase-7,PROTEIN FAMILY,CASP3
Homo sapiens,Caspase,PROTEIN FAMILY,CASP3
Homo sapiens,Apoptotic protease-activating factor 1/Caspase-3/Caspase-9/Cytochrome c,PROTEIN COMPLEX,CASP3
Homo sapiens,Advanced glycosylation end product-specific receptor,SINGLE PROTEIN,AGER
Rattus norvegicus,Advanced glycosylation end product-specific receptor,SINGLE PROTEIN,AGER
Mus musculus,Advanced glycosylation end product-specific receptor,SINGLE PROTEIN,AGER
Homo sapiens,T-lymphoma invasion and metastasis-inducing protein 1,SINGLE PROTEIN,TIAM1
Homo sapiens,Ras-related C3 botulinum toxin substrate 1/T-lymphoma invasion and metastasis-inducing protein 1,PROTEIN-PROTEIN INTERACTION,TIAM1
Homo sapiens,"NACHT, LRR and PYD domains-containing protein 3",SINGLE PROTEIN,NLRP3
Mus musculus,"NACHT, LRR and PYD domains-containing protein 3",SINGLE PROTEIN,NLRP3
Mus musculus,Nlrp3/Pycard,PROTEIN-PROTEIN INTERACTION,NLRP3
Homo sapiens,Ribosomal protein S6 kinase alpha 1,SINGLE PROTEIN,RPS6KA1
Rattus norvegicus,Ribosomal protein S6 kinase alpha 1,SINGLE PROTEIN,RPS6KA1
Mus musculus,Ribosomal protein S6 kinase alpha-1,SINGLE PROTEIN,RPS6KA1
Homo sapiens,Ribosomal protein S6 kinase,PROTEIN FAMILY,RPS6KA1
Homo sapiens,Ribosomal protein S6 kinase alpha-1/alpha-3,PROTEIN FAMILY,RPS6KA1
Homo sapiens,RPS6KA1/RPS6KA2/RPS6KA3,PROTEIN FAMILY,RPS6KA1
Homo sapiens,p90RSK,PROTEIN FAMILY,RPS6KA1
Homo sapiens,Insulin-like growth factor I receptor,SINGLE PROTEIN,IGF1R
Mus musculus,Insulin-like growth factor 1 receptor,SINGLE PROTEIN,IGF1R
Rattus norvegicus,Insulin-like growth factor 1 receptor,SINGLE PROTEIN,IGF1R
Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase FTO,SINGLE PROTEIN,FTO
Mus musculus,Alpha-ketoglutarate-dependent dioxygenase FTO,SINGLE PROTEIN,FTO
Homo sapiens,Tubulin alpha-1 chain,SINGLE PROTEIN,TUBA4A
Homo sapiens,Tubulin,PROTEIN COMPLEX GROUP,TUBA4A
Ovis aries,Tubulin alpha 4a,SINGLE PROTEIN,TUBA4A
Homo sapiens,Tubulin alpha,PROTEIN FAMILY,TUBA4A
Homo sapiens,Agrin,SINGLE PROTEIN,GRN
Homo sapiens,Chloride channel protein 2,SINGLE PROTEIN,LCN2
Homo sapiens,ATP-binding cassette sub-family G member 2,SINGLE PROTEIN,ABCG2
Mus musculus,ATP-binding cassette sub-family G member 2,SINGLE PROTEIN,ABCG2
Rattus norvegicus,ATP-binding cassette sub-family G member 2,SINGLE PROTEIN,ABCG2
Homo sapiens,Prelamin-A/C,SINGLE PROTEIN,LMNA
Homo sapiens,Thioredoxin reductase 1,SINGLE PROTEIN,KDR
Homo sapiens,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,KDR
Mus musculus,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,KDR
Homo sapiens,Vascular endothelial growth factor receptor,PROTEIN FAMILY,KDR
Homo sapiens,Thioredoxin reductase,PROTEIN FAMILY,KDR
Homo sapiens,Vascular endothelial growth factor receptor 2 and 3 (KDR and Flt-4),SELECTIVITY GROUP,KDR
Homo sapiens,VEGF-receptor 2 and stem cell growth factor receptor (KDR and KIT),SELECTIVITY GROUP,KDR
Homo sapiens,VEGF-receptor 2 and Fibroblast growth factor receptor 2,SELECTIVITY GROUP,KDR
Homo sapiens,VEGF-receptor 2 and Fibroblast growth factor receptor 1,PROTEIN FAMILY,KDR
Homo sapiens,VEGF-receptor 2 and PDGF-receptor beta (KDR and PDGFR beta),SELECTIVITY GROUP,KDR
Homo sapiens,Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR),SELECTIVITY GROUP,KDR
Homo sapiens,VEGF-receptor 2 and tyrosine-protein kinase SRC,SELECTIVITY GROUP,KDR
Homo sapiens,Vascular endothelial growth factor receptor 2 and tyrosine-protein kinase TIE-2 (KDR and TIE2),SELECTIVITY GROUP,KDR
Danio rerio,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,KDR
Homo sapiens,TEL/KDR,CHIMERIC PROTEIN,KDR
Homo sapiens,Proto-oncogene c-JUN,SINGLE PROTEIN,JUN
Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 4,SINGLE PROTEIN,JUN
Mus musculus,Dual specificity mitogen-activated protein kinase kinase 4,SINGLE PROTEIN,JUN
Homo sapiens,c-Jun N-terminal kinase 2,SINGLE PROTEIN,JUN
Homo sapiens,c-Jun N-terminal kinase 3,SINGLE PROTEIN,JUN
Homo sapiens,c-Jun N-terminal kinase 1,SINGLE PROTEIN,JUN
Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 7,SINGLE PROTEIN,JUN
Rattus norvegicus,c-Jun N-terminal kinase 3,SINGLE PROTEIN,JUN
Mus musculus,Transcription factor AP-1,SINGLE PROTEIN,JUN
Rattus norvegicus,Mitogen-activated protein kinase 8,SINGLE PROTEIN,JUN
Homo sapiens,Serine/threonine-protein kinase TAO3,SINGLE PROTEIN,JUN
Gallus gallus,Transcription factor AP-1,SINGLE PROTEIN,JUN
Mus musculus,Mitogen-activated protein kinase 8,SINGLE PROTEIN,JUN
Mus musculus,Mitogen-activated protein kinase 9,SINGLE PROTEIN,JUN
Homo sapiens,"c-Jun N-terminal kinase, JNK",PROTEIN FAMILY,JUN
Homo sapiens,Transcription factor AP1,PROTEIN COMPLEX,JUN
Homo sapiens,PHD finger protein 23,SINGLE PROTEIN,JUN
Mus musculus,JNK1/JNK2,PROTEIN FAMILY,JUN
Homo sapiens,JNK2/JNK3,PROTEIN FAMILY,JUN
Rattus norvegicus,Transcription factor AP-1,SINGLE PROTEIN,JUN
Homo sapiens,Mitogen-activated protein kinase 10/Receptor-interacting serine/threonine-protein kinase 1,PROTEIN FAMILY,JUN
Mus musculus,Mitogen-activated protein kinase 9/10,PROTEIN FAMILY,JUN
Gallus gallus,Myc proto-oncogene protein/Transcription factor AP-1,PROTEIN-PROTEIN INTERACTION,JUN
Homo sapiens,COP9 signalosome complex subunit 5,SINGLE PROTEIN,JUN
Homo sapiens,Myosin regulatory light chain 12B,SINGLE PROTEIN,JUN
Homo sapiens,Gap junction beta-2 protein,SINGLE PROTEIN,JUN
Homo sapiens,Tight junction protein ZO-1,SINGLE PROTEIN,JUN
Homo sapiens,Mitogen-activated protein kinase 8/9,PROTEIN FAMILY,JUN
Mus musculus,Dual specificity mitogen-activated protein kinase kinase 7,SINGLE PROTEIN,JUN
Homo sapiens,Protein cereblon/MAP2K7,PROTEIN-PROTEIN INTERACTION,JUN
Homo sapiens,Protein fosB/Transcription factor jun-D,PROTEIN COMPLEX,JUN
Homo sapiens,Serotonin transporter,SINGLE PROTEIN,HTT
Rattus norvegicus,Serotonin transporter,SINGLE PROTEIN,HTT
Mus musculus,Serotonin transporter,SINGLE PROTEIN,HTT
Macaca mulatta,Serotonin transporter,SINGLE PROTEIN,HTT
Homo sapiens,Huntingtin,SINGLE PROTEIN,HTT
Mus musculus,Huntingtin,SINGLE PROTEIN,HTT
Rattus norvegicus,Monoamine transporters; serotonin & dopamine,SELECTIVITY GROUP,HTT
Homo sapiens,Monoamine transporters; serotonin & dopamine,SELECTIVITY GROUP,HTT
Rattus norvegicus,Monoamine transporters; Norepinephrine & serotonin,SELECTIVITY GROUP,HTT
Homo sapiens,Serotonin and norepinephrine transporters (SERT/NET),SELECTIVITY GROUP,HTT
Homo sapiens,Monoamine transporter,PROTEIN FAMILY,HTT
Rattus norvegicus,Huntingtin,SINGLE PROTEIN,HTT
Homo sapiens,Baculoviral IAP repeat-containing protein 3/Huntingtin,PROTEIN-PROTEIN INTERACTION,HTT
Homo sapiens,Serine/threonine-protein kinase 32C,SINGLE PROTEIN,ANK3
Homo sapiens,Pantothenate kinase 3,SINGLE PROTEIN,ANK3
Homo sapiens,Serine/threonine-protein kinase Nek1,SINGLE PROTEIN,NEK1
Homo sapiens,Serine/threonine-protein kinase Nek11,SINGLE PROTEIN,NEK1
Homo sapiens,Serine/threonine-protein kinase Nek8,SINGLE PROTEIN,NEK1
Homo sapiens,Serine/threonine-protein kinase Nek10,SINGLE PROTEIN,NEK1
Homo sapiens,NEK kinase,PROTEIN FAMILY,NEK1
Homo sapiens,Presenilin 1,SINGLE PROTEIN,PSEN1
Homo sapiens,Gamma-secretase,PROTEIN COMPLEX,PSEN1
Homo sapiens,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,SINGLE PROTEIN,PPARGC1A
Homo sapiens,Hepatocyte growth factor receptor,SINGLE PROTEIN,HGF
Homo sapiens,Hepatocyte growth factor,SINGLE PROTEIN,HGF
Mus musculus,Hepatocyte growth factor receptor,SINGLE PROTEIN,HGF
Homo sapiens,Hepatocyte growth factor-like protein,SINGLE PROTEIN,HGF
Canis familiaris,Hepatocyte growth factor receptor,SINGLE PROTEIN,HGF
Mus musculus,TPR/MET fusion protein,CHIMERIC PROTEIN,HGF
Homo sapiens,Hepatocyte growth factor activator,SINGLE PROTEIN,HGF
Homo sapiens,Transmembrane glycoprotein NMB,SINGLE PROTEIN,HGF
Homo sapiens,Hepatocyte growth factor activator/Serine protease hepsin/Suppressor of tumorigenicity 14 protein,PROTEIN FAMILY,HGF
Homo sapiens,Plasminogen,SINGLE PROTEIN,NOG
Homo sapiens,Plasma kallikrein,SINGLE PROTEIN,NOG
Homo sapiens,Trypsin I,SINGLE PROTEIN,NOG
Homo sapiens,Ig epsilon chain C region,SINGLE PROTEIN,NOG
Homo sapiens,Pepsinogen C,SINGLE PROTEIN,NOG
Homo sapiens,Trypsin II,SINGLE PROTEIN,NOG
Bos taurus,Alpha-chymotrypsin,SINGLE PROTEIN,NOG
Homo sapiens,Immunoglobulin epsilon Fc receptor,SINGLE PROTEIN,NOG
Homo sapiens,Trypsin III,SINGLE PROTEIN,NOG
Homo sapiens,Urokinase plasminogen activator surface receptor,SINGLE PROTEIN,NOG
Homo sapiens,Prostate specific antigen,SINGLE PROTEIN,NOG
Rattus norvegicus,Pepsinogen C,SINGLE PROTEIN,NOG
Homo sapiens,Plasminogen activator inhibitor-1,SINGLE PROTEIN,NOG
Rattus norvegicus,Plasminogen activator inhibitor-1,SINGLE PROTEIN,NOG
Homo sapiens,Porphobilinogen synthase,SINGLE PROTEIN,NOG
Bos taurus,Plasminogen,SINGLE PROTEIN,NOG
Homo sapiens,Beta-chymotrypsin,SINGLE PROTEIN,NOG
Homo sapiens,Fibrinogen beta chain,SINGLE PROTEIN,NOG
Homo sapiens,Renin,SINGLE PROTEIN,NOG
Mus musculus,Renin,SINGLE PROTEIN,NOG
Homo sapiens,"IgE Fc receptor, alpha-subunit",SINGLE PROTEIN,NOG
Homo sapiens,Tissue-type plasminogen activator,SINGLE PROTEIN,NOG
Homo sapiens,Alpha enolase,SINGLE PROTEIN,NOG
Homo sapiens,Urokinase-type plasminogen activator,SINGLE PROTEIN,NOG
Rattus norvegicus,Renin,SINGLE PROTEIN,NOG
Homo sapiens,Pepsin A,SINGLE PROTEIN,NOG
Homo sapiens,Uroporphyrinogen-III synthase,SINGLE PROTEIN,NOG
Rattus norvegicus,Plasminogen,SINGLE PROTEIN,NOG
Bos taurus,Beta-chymotrypsin,SINGLE PROTEIN,NOG
Rattus norvegicus,Trypsin II,SINGLE PROTEIN,NOG
Homo sapiens,Monoglyceride lipase,SINGLE PROTEIN,NOG
Homo sapiens,Hyaluronidase-1,SINGLE PROTEIN,NOG
Enterococcus durans,Aminoglycoside acetyltransferase,SINGLE PROTEIN,NOG
Rattus norvegicus,Monoglyceride lipase,SINGLE PROTEIN,NOG
Homo sapiens,High affinity immunoglobulin gamma Fc receptor I,SINGLE PROTEIN,NOG
Mus musculus,Monoglyceride lipase,SINGLE PROTEIN,NOG
Callithrix jacchus,Renin,SINGLE PROTEIN,NOG
Bacillus subtilis (strain 168),Protoporphyrinogen oxidase,SINGLE PROTEIN,NOG
Homo sapiens,Low affinity immunoglobulin gamma Fc region receptor II-a,SINGLE PROTEIN,NOG
Homo sapiens,Low affinity immunoglobulin gamma Fc region receptor III-B,SINGLE PROTEIN,NOG
Mus musculus,Plasminogen,SINGLE PROTEIN,NOG
Mus musculus,Urokinase-type plasminogen activator,SINGLE PROTEIN,NOG
Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),Aminoglycoside 3'-phosphotransferase type IIb,SINGLE PROTEIN,NOG
Rattus norvegicus,Urokinase-type plasminogen activator,SINGLE PROTEIN,NOG
Sus scrofa,Urokinase-type plasminogen activator,SINGLE PROTEIN,NOG
Yersinia pestis,Coagulase/fibrinolysin,SINGLE PROTEIN,NOG
Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,SINGLE PROTEIN,NOG
Mus musculus,Plasma kallikrein,SINGLE PROTEIN,NOG
Macaca mulatta,Renin,SINGLE PROTEIN,NOG
Homo sapiens,"Coproporphyrinogen-III oxidase, mitochondrial",SINGLE PROTEIN,NOG
Homo sapiens,Uroporphyrinogen decarboxylase,SINGLE PROTEIN,NOG
Homo sapiens,78 kDa glucose-regulated protein,SINGLE PROTEIN,NOG
Homo sapiens,Protoporphyrinogen oxidase,SINGLE PROTEIN,NOG
Nicotiana tabacum,"Protoporphyrinogen oxidase, mitochondrial",SINGLE PROTEIN,NOG
Macaca fascicularis,Renin,SINGLE PROTEIN,NOG
Homo sapiens,Trypsin,PROTEIN FAMILY,NOG
Homo sapiens,Thrombin & trypsin,SELECTIVITY GROUP,NOG
Saccharomyces cerevisiae S288c,Pho80/Pho85/Pho81 complex,PROTEIN COMPLEX,NOG
Homo sapiens,Coagulation factor X and plasma kallikrein,SELECTIVITY GROUP,NOG
Homo sapiens,Thrombin and urokinase-type plasminogen activator,SELECTIVITY GROUP,NOG
Saccharomyces cerevisiae S288c,Pho80/Pho85,PROTEIN COMPLEX,NOG
Zea mays,Protoporphyrinogen IX oxidase,SINGLE PROTEIN,NOG
Homo sapiens,Fibrinogen,PROTEIN FAMILY,NOG
Micromonas pusilla (strain CCMP1545) (Picoplanktonic green alga),Protoporphyrinogen IX oxidase,SINGLE PROTEIN,NOG
Cucumis sativus,Putative protoporphyrinogen IX oxidase,SINGLE PROTEIN,NOG
Medicago truncatula,Protoporphyrinogen oxidase,SINGLE PROTEIN,NOG
Nicotiana tabacum,"Protoporphyrinogen oxidase, chloroplastic",SINGLE PROTEIN,NOG
Arabidopsis thaliana,"Protoporphyrinogen oxidase 1, chloroplastic",SINGLE PROTEIN,NOG
Hordeum vulgare,"Coproporphyrinogen-III oxidase, chloroplastic",SINGLE PROTEIN,NOG
Spinacia oleracea,"Protoporphyrinogen oxidase, chloroplastic/mitochondrial",SINGLE PROTEIN,NOG
Oryza sativa subsp. japonica,"Protoporphyrinogen oxidase, chloroplastic",SINGLE PROTEIN,NOG
Zea mays,Protoporphyrinogen IX oxidase,SINGLE PROTEIN,NOG
Cichorium intybus,Protoporphyrinogen IX oxidase,SINGLE PROTEIN,NOG
Mus musculus,Tissue-type plasminogen activator,SINGLE PROTEIN,NOG
Pisum sativum,"Delta-aminolevulinic acid dehydratase, chloroplastic",SINGLE PROTEIN,NOG
Escherichia coli (strain K12),Delta-aminolevulinic acid dehydratase,SINGLE PROTEIN,NOG
Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),Delta-aminolevulinic acid dehydratase,SINGLE PROTEIN,NOG
Streptomyces coelicolor,Delta-aminolevulinic acid dehydratase,SINGLE PROTEIN,NOG
Bacillus subtilis,Delta-aminolevulinic acid dehydratase,SINGLE PROTEIN,NOG
Homo sapiens,"POU domain, class 2, transcription factor 2",SINGLE PROTEIN,NOG
Homo sapiens,Homeobox protein NANOG,SINGLE PROTEIN,NOG
